Receiving time        Device NO        AccelerationX        AccelerationY        AccelerationZ        Angular VelocityX        Angular VelocityY        Angular VelocityZ        AngleX        AngleY        AngleZ        Magnetic FieldX        Magnetic FieldY        Magnetic FieldZ        Temperature        Electric Quantity        Signal        Versions
 2022-05-07 13:13:10.380        WT5300004430        -0.854        -0.269        0.115        -3.906        3.601        -15.991        84.699        42.901        128.913        326        -177        65        36.43        4.01        -68        13006
 2022-05-07 13:13:10.398        WT5300004344        0.972        0.744        0.151        -32.348        47.363        -52.978        166.701        -63.352        -160.620        -432        414        39        36.41        3.94        -77        13006
 2022-05-07 13:13:10.432        WT5300004408        -0.890        0.054        -0.007        -3.845        1.464        -12.878        -20.643        84.501        -96.295        412        72        -311        34.92        3.99        -64        13006
 2022-05-07 13:13:10.428        WT5300004357        -0.694        -1.011        0.029        33.996        -2.197        -39.794        -146.898        76.717        84.556        559        -350        -646        38.76        3.98        -77        13006
 2022-05-07 13:13:10.438        WT5300004331        -0.851        0.227        -0.008        -9.460        -2.014        -70.739        110.352        39.111        25.372        461        -215        -302        39.56        3.95        -76        13006
 2022-05-07 13:13:10.453        WT5300004315        -1.504        -0.691        -0.122        79.956        -105.468        -22.949        -122.272        66.643        172.825        257        338        -396        36.99        3.90        -73        13006
 2022-05-07 13:13:10.481        WT5300004430        -0.999        -0.039        0.032        4.882        -9.826        -105.834        78.760        50.756        128.886        336        -148        67        36.44        4.01        -68        13006
 2022-05-07 13:13:10.492        WT5300004344        1.254        0.752        0.115        12.390        98.937        -85.144        141.361        -67.044        -134.615        -465        384        33        36.41        3.94        -77        13006
 2022-05-07 13:13:10.500        WT5300004357        -1.077        -1.123        0.056        -10.681        -55.725        -142.211        -113.367        69.873        118.284        570        -319        -643        38.80        3.98        -77        13006
 2022-05-07 13:13:10.535        WT5300004408        -1.004        -0.375        0.241        57.067        4.272        -4.638        -46.137        85.413        -120.261        411        81        -297        34.95        3.99        -64        13006
 2022-05-07 13:13:10.538        WT5300004331        -1.201        0.388        -0.066        -29.052        -0.671        -157.775        113.708        51.860        30.690        461        -142        -301        39.53        3.95        -75        13006
 2022-05-07 13:13:10.577        WT5300004315        -1.095        -0.319        -0.153        -19.287        -10.986        -27.648        -101.672        65.253        -169.469        215        334        -474        36.99        3.90        -73        13006
 2022-05-07 13:13:10.578        WT5300004430        -1.366        0.252        -0.115        -38.635        4.394        -216.980        67.500        66.906        122.437        355        -48        69        36.45        4.01        -67        13006
 2022-05-07 13:13:10.591        WT5300004344        1.604        0.615        -0.032        0.854        147.216        -151.916        102.282        -62.962        -90.851        -526        317        -18        36.38        3.94        -78        13006
 2022-05-07 13:13:10.614        WT5300004357        -1.388        -1.044        0.060        -5.249        -58.959        -198.791        -95.240        52.827        140.982        581        -206        -671        38.80        3.98        -77        13006
 2022-05-07 13:13:10.635        WT5300004408        -1.059        -0.005        0.135        55.725        38.452        -2.929        -110.302        85.616        169.727        412        90        -273        34.95        3.99        -64        13006
 2022-05-07 13:13:10.637        WT5300004331        -1.113        0.640        -0.135        -47.546        2.990        -210.754        127.595        70.021        52.119        428        -12        -293        39.54        3.95        -76        13006
 2022-05-07 13:13:10.654        WT5300004315        -0.712        -0.715        -0.101        29.357        54.870        0.000        -100.975        65.533        -167.074        194        339        -489        37.01        3.90        -73        13006
 2022-05-07 13:13:10.680        WT5300004430        -0.924        0.448        -0.097        -39.306        -9.887        -166.137        6.454        80.787        60.518        346        97        71        36.44        4.01        -67        13006
 2022-05-07 13:13:10.692        WT5300004344        1.400        0.456        -0.056        -1.708        143.432        -150.085        79.486        -48.587        -64.423        -577        207        -104        36.40        3.94        -78        13006
 2022-05-07 13:13:10.713        WT5300004357        -1.302        -0.810        0.061        -14.709        -59.265        -191.345        -89.609        34.024        150.655        547        -59        -701        38.76        3.98        -77        13006
 2022-05-07 13:13:10.741        WT5300004408        -0.688        0.111        -0.128        220.031        90.881        8.605        -157.944        76.766        110.302        408        92        -230        34.95        3.99        -64        13006
 2022-05-07 13:13:10.741        WT5300004331        -0.949        0.596        -0.285        -18.127        -19.775        -109.558        164.009        79.216        94.806        369        85        -285        39.57        3.95        -77        13006
 2022-05-07 13:13:10.754        WT5300004315        -0.986        -0.519        -0.256        -86.364        -50.720        -13.366        -97.888        63.687        -164.827        185        340        -496        37.01        3.90        -73        13006
 2022-05-07 13:13:10.780        WT5300004430        -0.916        0.395        -0.317        -19.165        5.981        -76.110        -39.177        77.030        12.963        315        182        68        36.44        4.01        -67        13006
 2022-05-07 13:13:10.798        WT5300004357        -1.266        -0.499        0.125        -21.911        -27.832        -107.543        -89.373        19.588        156.198        462        53        -717        38.81        3.98        -76        13006
 2022-05-07 13:13:10.790        WT5300004344        1.332        0.253        -0.136        4.882        85.632        -113.037        72.927        -34.326        -53.377        -574        93        -189        36.41        3.94        -79        13006
 2022-05-07 13:13:10.832        WT5300004408        -0.638        -0.291        -0.331        -16.845        -2.990        8.911        -157.120        73.784        103.650        406        92        -214        34.95        3.99        -63        13006
 2022-05-07 13:13:10.839        WT5300004331        -0.744        0.517        -0.259        -49.316        -4.272        -45.593        -171.551        79.134        124.332        327        120        -274        39.58        3.95        -77        13006
 2022-05-07 13:13:10.852        WT5300004315        -0.794        -0.497        0.035        12.451        8.666        -0.061        -100.371        62.863        -168.085        181        344        -493        37.02        3.90        -73        13006
 2022-05-07 13:13:10.910        WT5300004344        0.900        0.172        -0.022        -31.127        11.596        -8.972        71.477        -30.476        -50.097        -556        36        -232        36.39        3.94        -79        13006
 2022-05-07 13:13:10.918        WT5300004357        -0.931        -0.275        0.157        27.832        3.417        -3.540        -88.461        17.012        157.741        413        95        -724        38.80        3.98        -76        13006
 2022-05-07 13:13:10.910        WT5300004430        -0.574        0.107        -0.218        -6.286        -14.953        -18.432        -54.689        75.228        -2.526        288        212        76        36.43        4.01        -70        13006
 2022-05-07 13:13:10.940        WT5300004408        -0.676        -0.194        -0.166        -91.552        -72.875        -12.512        -152.067        77.332        114.960        409        87        -223        34.95        3.99        -63        13006
 2022-05-07 13:13:10.943        WT5300004331        -0.712        0.549        -0.290        7.202        1.647        0.061        -174.001        79.282        123.442        314        129        -270        39.55        3.95        -80        13006
 2022-05-07 13:13:10.953        WT5300004315        -0.881        -0.454        -0.187        7.812        -2.197        7.507        -100.662        63.143        -166.651        181        346        -488        37.01        3.90        -73        13006
 2022-05-07 13:13:10.979        WT5300004430        -0.729        0.338        -0.170        2.319        11.169        33.935        -48.762        77.678        -0.054        285        218        76        36.43        4.01        -70        13006
 2022-05-07 13:13:10.989        WT5300004344        0.985        0.275        -0.017        32.775        -50.598        64.575        73.943        -36.447        -50.136        -557        45        -229        36.41        3.94        -79        13006
 2022-05-07 13:13:10.997        WT5300004357        -1.011        -0.507        0.061        0.000        8.605        94.909        -88.406        24.548        159.224        418        85        -729        38.78        3.98        -76        13006
 2022-05-07 13:13:11.045        WT5300004331        -0.902        0.535        -0.204        10.498        -4.150        80.017        157.516        77.437        94.680        323        121        -270        39.55        3.95        -80        13006
 2022-05-07 13:13:11.033        WT5300004408        -1.094        -0.019        0.143        -42.602        -77.453        -5.798        -121.393        82.952        158.494        410        87        -248        34.94        3.99        -63        13006
 2022-05-07 13:13:11.054        WT5300004315        -0.920        -0.467        -0.162        5.371        14.160        19.775        -102.832        64.165        -169.024        188        344        -487        36.99        3.90        -73        13006
 2022-05-07 13:13:11.091        WT5300004344        1.391        0.423        -0.198        56.335        -142.822        146.850        83.446        -50.542        -59.254        -577        109        -182        36.38        3.94        -79        13006
 2022-05-07 13:13:11.080        WT5300004430        -0.901        0.269        -0.232        53.771        -33.569        111.389        0.741        81.919        46.362        305        190        72        36.45        4.01        -71        13006
 2022-05-07 13:13:11.098        WT5300004357        -1.420        -0.779        0.036        -40.344        32.897        220.153        -89.423        41.314        156.813        477        22        -727        38.76        3.98        -76        13006
 2022-05-07 13:13:11.131        WT5300004408        -0.890        0.121        0.136        -96.496        5.798        0.549        -73.602        83.715        -151.045        406        94        -285        34.95        3.99        -63        13006
 2022-05-07 13:13:11.144        WT5300004331        -1.007        0.632        -0.201        70.068        -2.075        134.155        127.359        70.861        58.342        369        90        -293        39.57        3.95        -82        13006
 2022-05-07 13:13:11.152        WT5300004315        -1.097        -0.223        -0.210        -35.705        35.949        38.208        -107.512        65.928        -173.957        205        335        -478        37.01        3.90        -73        13006
 2022-05-07 13:13:11.191        WT5300004344        1.703        0.677        0.123        -72.143        -175.415        138.000        119.262        -62.808        -94.927        -577        211        -85        36.39        3.94        -78        13006
 2022-05-07 13:13:11.198        WT5300004357        -1.483        -1.104        0.192        112.304        144.775        187.316        -101.810        62.056        142.811        551        -102        -699        38.80        3.98        -76        13006
 2022-05-07 13:13:11.186        WT5300004430        -1.169        0.430        -0.043        35.034        23.986        177.978        64.923        72.108        103.974        347        126        54        36.41        4.01        -71        13006
 2022-05-07 13:13:11.233        WT5300004408        -1.075        0.006        -0.269        101.745        -53.466        10.681        -31.300        83.402        -110.928        405        82        -311        34.92        3.99        -64        13006
 2022-05-07 13:13:11.248        WT5300004331        -1.230        0.437        -0.094        45.410        -21.789        178.894        114.323        55.755        39.512        426        4        -309        39.54        3.95        -82        13006
 2022-05-07 13:13:11.253        WT5300004315        -0.751        -0.453        -0.227        -234.924        127.502        28.808        -145.585        61.803        154.187        257        330        -397        36.97        3.90        -73        13006
 2022-05-07 13:13:11.292        WT5300004344        1.344        0.865        0.190        37.841        -93.811        137.451        155.302        -63.336        -141.102        -522        321        8        36.41        3.94        -78        13006
 2022-05-07 13:13:11.280        WT5300004430        -1.243        0.166        -0.142        68.298        -34.240        169.494        78.848        55.513        114.609        369        1        44        36.44        4.01        -68        13006
 2022-05-07 13:13:11.298        WT5300004357        -0.988        -1.343        -0.031        15.869        10.559        142.028        -130.330        75.668        105.759        578        -258        -655        38.78        3.98        -76        13006
 2022-05-07 13:13:11.329        WT5300004408        -0.854        -0.036        0.024        -2.014        16.540        6.835        -21.275        84.754        -99.316        407        70        -321        34.95        3.99        -65        13006
 2022-05-07 13:13:11.337        WT5300004331        -1.150        0.402        0.015        43.579        20.751        120.849        112.686        43.917        28.965        466        -96        -328        39.51        3.95        -82        13006
 2022-05-07 13:13:11.351        WT5300004315        -0.530        0.131        -0.285        1.586        13.732        -17.272        -159.318        55.590        148.645        282        335        -282        37.01        3.90        -73        13006
 2022-05-07 13:13:11.377        WT5300004430        -0.889        -0.033        0.183        -16.357        29.418        83.557        84.001        45.049        119.833        362        -98        43        36.44        4.01        -68        13006
 2022-05-07 13:13:11.392        WT5300004344        0.877        0.789        0.113        6.469        -24.841        88.562        172.523        -62.177        -162.482        -459        392        35        36.41        3.94        -81        13006
 2022-05-07 13:13:11.403        WT5300004357        -0.574        -0.967        -0.053        19.836        -9.826        53.527        -153.775        79.931        77.948        558        -348        -646        38.78        3.98        -76        13006
 2022-05-07 13:13:11.434        WT5300004408        -0.793        -0.003        0.007        -25.573        -6.103        -1.464        -16.622        84.852        -94.136        408        66        -322        34.96        3.99        -66        13006
 2022-05-07 13:13:11.436        WT5300004331        -0.810        0.214        -0.024        18.371        -10.009        65.734        110.830        37.441        25.285        472        -180        -322        39.51        3.95        -82        13006
 2022-05-07 13:13:11.456        WT5300004315        -0.661        -0.123        -0.317        111.022        -51.696        3.967        -154.522        57.936        150.891        279        341        -283        37.02        3.90        -73        13006
 2022-05-07 13:13:11.479        WT5300004430        -0.836        -0.269        0.018        -9.094        14.709        24.475        81.123        40.012        123.607        341        -164        48        36.44        4.01        -69        13006
 2022-05-07 13:13:11.492        WT5300004344        0.957        0.726        0.019        -37.292        6.164        9.277        172.787        -63.275        -167.525        -424        427        49        36.38        3.94        -81        13006
 2022-05-07 13:13:11.499        WT5300004357        -0.740        -0.898        -0.032        7.019        2.685        -12.756        -143.624        78.436        84.364        550        -382        -640        38.79        3.98        -76        13006
 2022-05-07 13:13:11.533        WT5300004408        -0.881        0.083        -0.042        9.399        -5.981        -11.169        -21.483        84.072        -98.860        407        71        -326        34.95        3.99        -66        13006
 2022-05-07 13:13:11.540        WT5300004331        -0.884        0.116        -0.028        -27.343        8.605        -39.794        110.280        38.556        24.329        470        -211        -320        39.56        3.95        -81        13006
 2022-05-07 13:13:11.558        WT5300004315        -1.002        -0.628        0.078        121.032        -108.337        -15.441        -130.534        65.319        162.323        270        326        -384        36.98        3.90        -74        13006
 2022-05-07 13:13:11.579        WT5300004430        -1.008        -0.106        0.021        6.713        -7.080        -93.566        75.069        45.862        125.628        340        -161        52        36.41        4.01        -69        13006
 2022-05-07 13:13:11.598        WT5300004344        1.058        0.786        0.231        -5.676        57.495        -91.369        160.004        -66.423        -154.605        -427        422        52        36.42        3.94        -80        13006
 2022-05-07 13:13:11.599        WT5300004357        -0.916        -1.137        0.097        -2.929        -6.713        -117.126        -120.953        73.004        107.990        561        -367        -632        38.81        3.98        -76        13006
 2022-05-07 13:13:11.639        WT5300004331        -1.117        0.357        -0.038        -34.179        15.258        -137.329        113.516        49.987        29.822        469        -156        -313        39.54        3.95        -81        13006
 2022-05-07 13:13:11.635        WT5300004408        -0.941        0.092        0.119        -22.888        30.639        -11.474        -39.287        84.902        -114.499        408        81        -317        34.95        3.99        -67        13006
 2022-05-07 13:13:11.658        WT5300004315        -1.007        -0.207        -0.416        -57.250        -73.669        -30.151        -107.847        66.824        -173.748        229        328        -458        37.01        3.90        -74        13006
 2022-05-07 13:13:11.679        WT5300004430        -1.308        0.180        0.019        -32.775        21.179        -186.218        65.786        61.045        122.442        358        -73        63        36.44        4.01        -68        13006
 2022-05-07 13:13:11.699        WT5300004357        -1.229        -1.143        0.097        -66.894        -76.965        -153.137        -100.360        60.111        133.747        585        -284        -647        38.80        3.98        -76        13006
 2022-05-07 13:13:11.692        WT5300004344        1.479        0.712        0.067        66.406        123.901        -146.667        121.503        -65.972        -111.544        -491        364        22        36.41        3.94        -80        13006
 2022-05-07 13:13:11.732        WT5300004408        -1.063        -0.055        0.202        87.829        27.343        -1.770        -67.911        86.632        -145.502        411        86        -301        34.96        3.99        -67        13006
 2022-05-07 13:13:11.737        WT5300004331        -1.305        0.551        -0.096        -38.696        4.394        -197.937        124.519        65.994        48.317        440        -41        -295        39.54        3.95        -79        13006
 2022-05-07 13:13:11.763        WT5300004315        -0.678        -0.610        -0.473        -38.757        -49.987        -21.423        -106.111        65.808        -174.468        211        329        -482        37.01        3.90        -74        13006
 2022-05-07 13:13:11.779        WT5300004430        -1.103        0.379        -0.040        -20.507        -4.455        -174.316        30.509        76.832        86.940        353        60        71        36.42        4.01        -67        13006
 2022-05-07 13:13:11.792        WT5300004344        1.697        0.486        -0.067        -7.324        165.466        -156.738        89.928        -54.475        -73.767        -565        257        -60        36.38        3.94        -79        13006
 2022-05-07 13:13:11.799        WT5300004357        -1.576        -0.999        0.176        -12.451        -60.668        -215.393        -92.274        41.182        147.925        577        -135        -683        38.76        3.98        -76        13006
 2022-05-07 13:13:11.863        WT5300004331        -1.011        0.563        -0.279        -25.573        -23.071        -157.226        158.175        77.365        87.868        382        65        -284        39.52        3.95        -79        13006
 2022-05-07 13:13:11.863        WT5300004315        -0.942        -0.638        -0.239        -67.749        -64.392        -17.639        -102.271        64.066        -171.452        201        328        -493        37.04        3.90        -74        13006
 2022-05-07 13:13:11.863        WT5300004408        -1.074        -0.213        -0.231        183.959        226.989        -3.906        -156.538        80.035        114.691        414        81        -263        34.97        3.99        -66        13006
 2022-05-07 13:13:11.880        WT5300004430        -0.871        0.436        -0.416        -6.591        -8.972        -117.431        -28.240        75.426        25.246        320        169        66        36.43        4.01        -67        13006
 2022-05-07 13:13:11.894        WT5300004344        1.447        0.298        -0.031        19.592        116.638        -137.268        76.871        -40.292        -55.332        -583        137        -157        36.42        3.94        -79        13006
 2022-05-07 13:13:11.897        WT5300004357        -1.384        -0.704        0.166        -27.832        -55.419        -164.978        -89.626        24.351        155.703        510        2        -709        38.79        3.98        -76        13006
 2022-05-07 13:13:11.945        WT5300004331        -1.030        0.576        -0.179        -86.608        35.156        -92.407        -161.350        76.657        134.763        321        124        -271        39.54        3.95        -78        13006
 2022-05-07 13:13:11.950        WT5300004408        -0.490        -0.124        -0.192        27.526        32.470        8.544        -158.296        71.883        99.805        410        88        -220        34.95        3.99        -65        13006
 2022-05-07 13:13:11.952        WT5300004315        -0.790        -0.550        -0.129        30.883        19.592        0.305        -100.145        62.457        -167.612        181        342        -495        36.99        3.90        -74        13006
 2022-05-07 13:13:11.979        WT5300004430        -0.642        0.166        -0.032        -26.367        -16.723        -70.617        -60.276        71.455        -5.723        274        222        85        36.42        4.01        -67        13006
 2022-05-07 13:13:12.001        WT5300004344        0.911        0.110        0.004        10.925        50.903        -39.123        74.712        -31.311        -47.340        -562        48        -224        36.43        3.94        -79        13006
 2022-05-07 13:13:12.008        WT5300004357        -0.986        -0.217        0.248        0.488        -36.376        -49.621        -88.764        17.407        160.713        442        75        -723        38.80        3.98        -76        13006
 2022-05-07 13:13:12.101        WT5300004357        -1.039        -0.320        0.093        -12.939        -15.380        31.372        -89.077        20.368        164.761        413        95        -731        38.80        3.98        -76        13006
 2022-05-07 13:13:12.101        WT5300004408        -0.577        -0.458        -0.273        -90.148        -73.425        -1.525        -157.972        73.350        104.375        412        82        -216        34.99        3.99        -66        13006
 2022-05-07 13:13:12.096        WT5300004315        -0.822        -0.440        -0.210        8.666        -10.559        2.136        -100.475        62.720        -167.678        182        343        -495        37.01        3.90        -74        13006
 2022-05-07 13:13:12.096        WT5300004331        -0.572        0.575        -0.355        17.944        -30.151        -36.987        -147.755        75.997        152.391        284        143        -258        39.53        3.95        -77        13006
 2022-05-07 13:13:12.105        WT5300004344        0.999        0.179        -0.085        19.592        -9.033        22.033        76.607        -32.667        -44.016        -548        17        -246        36.41        3.94        -78        13006
 2022-05-07 13:13:12.118        WT5300004430        -0.584        0.366        -0.276        14.587        -2.319        4.455        -55.783        70.032        -4.790        259        246        78        36.41        4.01        -68        13006
 2022-05-07 13:13:12.140        WT5300004408        -0.760        -0.186        0.292        -216.613        -113.952        -7.080        -142.888        80.749        134.099        414        83        -244        34.98        3.99        -65        13006
 2022-05-07 13:13:12.141        WT5300004331        -0.751        0.677        -0.241        -0.122        2.746        50.720        -161.960        77.107        137.631        286        152        -264        39.56        3.95        -77        13006
 2022-05-07 13:13:12.152        WT5300004315        -0.872        -0.470        -0.407        20.874        15.563        15.563        -101.315        63.215        -168.101        184        342        -497        37.02        3.90        -72        13006
 2022-05-07 13:13:12.179        WT5300004430        -0.930        0.398        -0.098        21.423        -8.972        121.337        -37.738        76.475        10.931        272        236        76        36.44        4.01        -68        13006
 2022-05-07 13:13:12.215        WT5300004344        1.283        0.309        -0.146        9.582        -89.233        106.445        81.567        -42.500        -47.834        -560        48        -228        36.40        3.94        -76        13006
 2022-05-07 13:13:12.216        WT5300004357        -1.285        -0.507        0.049        5.615        27.832        123.657        -89.110        31.970        164.135        440        63        -734        38.79        3.98        -76        13006
 2022-05-07 13:13:12.232        WT5300004408        -1.104        0.124        -0.083        -118.225        3.540        -1.098        -66.373        84.814        -145.991        412        81        -300        34.98        3.99        -65        13006
 2022-05-07 13:13:12.245        WT5300004331        -1.202        0.627        -0.200        71.411        -19.897        144.409        144.640        75.772        79.491        327        129        -281        39.57        3.95        -77        13006
 2022-05-07 13:13:12.253        WT5300004315        -1.155        -0.274        -0.217        -73.181        59.692        36.193        -110.786        64.302        -177.989        209        334        -484        36.99        3.90        -72        13006
 2022-05-07 13:13:12.278        WT5300004430        -1.116        0.579        -0.155        54.504        -19.470        190.979        37.194        74.443        80.551        327        173        53        36.46        4.01        -68        13006
 2022-05-07 13:13:12.291        WT5300004344        1.576        0.528        -0.041        -5.554        -173.767        178.771        99.860        -58.051        -69.472        -582        143        -152        36.41        3.94        -76        13006
 2022-05-07 13:13:12.300        WT5300004357        -1.440        -0.864        0.098        22.155        88.989        222.045        -93.966        51.998        154.819        519        -34        -716        38.78        3.98        -75        13006
 2022-05-07 13:13:12.330        WT5300004408        -0.782        0.674        0.313        -3.051        41.137        6.347        -64.566        86.066        -140.405        413        79        -302        34.99        3.99        -66        13006
 2022-05-07 13:13:12.344        WT5300004331        -1.326        0.670        -0.055        53.955        9.033        234.069        116.158        60.650        42.984        407        51        -314        39.52        3.95        -78        13006
 2022-05-07 13:13:12.354        WT5300004315        -0.717        -0.206        -0.233        -232.238        93.383        -0.366        -155.258        56.255        152.374        263        344        -342        37.04        3.90        -71        13006
 2022-05-07 13:13:12.379        WT5300004430        -1.709        0.305        -0.024        55.236        13.793        234.802        73.333        55.332        112.857        369        30        40        36.44        4.01        -67        13006
 2022-05-07 13:13:12.392        WT5300004344        1.905        0.702        -0.121        -8.361        -155.822        213.439        147.376        -67.351        -127.413        -539        295        -39        36.43        3.94        -76        13006
 2022-05-07 13:13:12.398        WT5300004357        -1.735        -1.207        0.155        33.996        65.612        237.060        -116.592        71.746        123.469        575        -203        -671        38.77        3.98        -75        13006
 2022-05-07 13:13:12.430        WT5300004408        -0.879        -0.038        0.142        33.874        -4.821        10.986        -46.131        88.621        -119.915        417        62        -298        34.98        3.99        -66        13006
 2022-05-07 13:13:12.438        WT5300004331        -1.342        0.458        -0.028        82.153        23.071        180.480        113.598        41.325        31.415        462        -92        -320        39.54        3.95        -78        13006
 2022-05-07 13:13:12.461        WT5300004315        -0.468        0.129        -0.224        -46.203        2.563        -10.314        -167.739        49.790        149.573        274        345        -208        37.02        3.90        -71        13006
 2022-05-07 13:13:12.487        WT5300004430        -1.088        0.024        0.206        -31.127        57.983        138.488        83.820        38.792        122.382        353        -117        51        36.41        4.01        -67        13006
 2022-05-07 13:13:12.499        WT5300004344        1.053        0.986        0.271        -30.822        -75.195        111.938        -176.264        -59.161        -165.860        -452        402        10        36.41        3.94        -76        13006
 2022-05-07 13:13:12.499        WT5300004357        -0.649        -1.364        0.019        50.842        26.000        131.408        -177.165        79.041        61.111        557        -338        -654        38.78        3.98        -74        13006
 2022-05-07 13:13:12.531        WT5300004408        -0.800        0.056        0.036        -4.943        -2.990        -9.643        -39.468        88.439        -113.752        419        58        -299        34.98        3.99        -66        13006
 2022-05-07 13:13:12.535        WT5300004331        -0.885        -0.029        0.053        -27.343        -5.676        117.187        110.939        29.218        26.119        461        -226        -310        39.54        3.95        -78        13006
 2022-05-07 13:13:12.555        WT5300004315        -0.653        -0.022        -0.384        117.675        -73.181        -8.728        -163.471        53.415        151.902        270        349        -203        37.02        3.90        -72        13006
 2022-05-07 13:13:12.581        WT5300004430        -0.925        -0.521        0.145        14.465        -27.221        7.019        77.849        31.234        127.348        308        -224        52        36.44        4.01        -67        13006
 2022-05-07 13:13:12.599        WT5300004357        -0.531        -1.127        -0.105        20.568        -7.141        16.906        177.105        79.068        51.174        537        -402        -645        38.79        3.98        -73        13006
 2022-05-07 13:13:12.592        WT5300004344        0.865        0.958        0.197        -10.925        14.465        -2.868        -176.033        -58.386        -170.024        -411        442        26        36.39        3.94        -76        13006
 2022-05-07 13:13:12.630        WT5300004408        -0.866        0.047        -0.064        1.831        -3.784        -10.131        -39.583        87.423        -113.626        417        67        -302        34.98        3.99        -68        13006
 2022-05-07 13:13:12.638        WT5300004331        -0.819        0.062        0.028        16.174        -9.094        -44.372        112.538        31.684        22.692        456        -270        -315        39.52        3.95        -78        13006
 2022-05-07 13:13:12.652        WT5300004315        -1.000        -0.580        0.227        191.650        -156.982        -17.150        -133.813        63.885        164.948        266        349        -338        37.01        3.90        -72        13006
 2022-05-07 13:13:12.693        WT5300004344        1.044        0.789        0.194        -10.131        73.242        -93.200        167.689        -63.495        -154.725        -422        430        30        36.39        3.94        -76        13006
 2022-05-07 13:13:12.684        WT5300004430        -0.992        -0.202        0.071        4.455        -23.925        -108.886        71.559        37.490        124.639        319        -210        46        36.45        4.01        -67        13006
 2022-05-07 13:13:12.698        WT5300004357        -0.803        -1.056        0.073        1.098        -28.015        -106.750        -136.587        77.437        96.405        544        -399        -639        38.78        3.98        -73        13006
 2022-05-07 13:13:12.734        WT5300004331        -1.275        0.360        -0.114        -15.991        -4.943        -176.635        116.400        45.219        26.482        469        -197        -317        39.54        3.95        -78        13006
 2022-05-07 13:13:12.730        WT5300004408        -0.981        0.059        -0.010        -21.240        55.541        -12.207        -104.842        87.313        -177.291        417        77        -293        34.96        3.99        -68        13006
 2022-05-07 13:13:12.757        WT5300004315        -1.171        -0.020        -0.606        69.580        -127.441        -31.005        -102.656        66.379        -163.910        217        355        -444        37.02        3.90        -73        13006
 2022-05-07 13:13:12.785        WT5300004430        -1.412        0.220        -0.089        -24.475        18.798        -215.515        60.227        52.915        116.976        360        -103        42        36.45        4.01        -67        13006
 2022-05-07 13:13:12.790        WT5300004344        1.586        0.761        0.067        12.207        124.206        -170.837        128.627        -65.846        -112.653        -486        373        5        36.39        3.94        -77        13006
 2022-05-07 13:13:12.797        WT5300004357        -1.350        -1.229        0.123        -35.156        -52.673        -194.824        -100.535        63.577        135.988        575        -317        -654        38.81        3.98        -73        13006
 2022-05-07 13:13:12.830        WT5300004408        -1.235        -0.087        0.028        59.631        22.644        20.446        -146.057        85.391        136.433        419        81        -271        34.98        3.99        -69        13006
 2022-05-07 13:13:12.837        WT5300004331        -1.337        0.587        -0.163        -74.035        -2.014        -235.534        129.001        63.632        47.966        450        -52        -303        39.51        3.95        -78        13006
 2022-05-07 13:13:12.899        WT5300004315        -0.831        -0.484        -0.249        -62.438        -28.564        -8.361        -102.167        65.352        -168.744        200        343        -484        37.04        3.90        -74        13006
 2022-05-07 13:13:12.899        WT5300004430        -1.199        0.394        -0.097        -33.081        -10.986        -216.308        24.120        71.444        82.023        363        60        55        36.42        4.01        -67        13006
 2022-05-07 13:13:12.899        WT5300004344        1.862        0.477        -0.076        -16.845        156.860        -204.895        91.763        -52.322        -72.943        -569        247        -61        36.40        3.94        -77        13006
 2022-05-07 13:13:12.901        WT5300004357        -1.780        -0.978        0.241        -25.451        -59.204        -247.009        -92.164        40.676        148.727        583        -147        -681        38.81        3.98        -73        13006
 2022-05-07 13:13:12.965        WT5300004408        -0.755        -0.133        0.021        130.249        79.467        11.230        -163.921        72.169        98.915        420        78        -226        34.97        3.99        -69        13006
 2022-05-07 13:13:12.965        WT5300004331        -1.295        0.682        -0.257        -15.625        -2.563        -176.208        171.655        75.910        97.910        381        81        -290        39.56        3.95        -78        13006
 2022-05-07 13:13:12.965        WT5300004315        -0.892        -0.394        -0.365        -85.632        -44.677        -16.052        -101.661        63.479        -169.277        194        340        -491        37.02        3.90        -73        13006
 2022-05-07 13:13:13.022        WT5300004344        1.481        0.293        -0.005        -30.883        96.435        -146.057        79.931        -34.793        -56.513        -592        95        -149        36.46        3.94        -76        13006
 2022-05-07 13:13:13.029        WT5300004408        -0.621        -0.385        -0.257        -39.184        -17.578        11.352        -162.971        70.576        96.339        419        73        -210        34.98        3.99        -69        13006
 2022-05-07 13:13:13.023        WT5300004357        -1.413        -0.652        0.227        2.136        -23.498        -166.931        -91.340        22.044        155.654        513        11        -697        38.81        3.98        -73        13006
 2022-05-07 13:13:13.022        WT5300004430        -0.972        0.467        -0.145        -42.419        11.901        -155.456        -26.004        70.718        26.998        319        196        58        36.44        4.01        -67        13006
 2022-05-07 13:13:13.035        WT5300004331        -0.689        0.582        -0.315        -33.508        -24.047        -92.712        -150.111        73.432        143.640        304        151        -272        39.56        3.95        -77        13006
 2022-05-07 13:13:13.091        WT5300004315        -0.817        -0.423        -0.018        -12.939        -7.263        0.000        -103.117        62.594        -171.947        193        341        -493        37.06        3.90        -73        13006
 2022-05-07 13:13:13.093        WT5300004344        0.948        0.131        -0.150        -12.329        78.063        -52.490        72.328        -26.196        -48.191        -569        16        -217        36.41        3.94        -76        13006
