Receiving time        Device NO        AccelerationX        AccelerationY        AccelerationZ        Angular VelocityX        Angular VelocityY        Angular VelocityZ        AngleX        AngleY        AngleZ        Magnetic FieldX        Magnetic FieldY        Magnetic FieldZ        Temperature        Electric Quantity        Signal        Versions
 2022-05-07 13:13:13.091        WT5300004430        -0.568        0.296        -0.294        3.479        -24.597        -60.729        -46.329        65.407        5.971        268        261        67        36.44        4.01        -69        13006
 2022-05-07 13:13:13.100        WT5300004357        -1.057        -0.179        0.111        8.911        -47.668        -81.176        -87.154        13.276        159.763        441        82        -721        38.79        3.98        -73        13006
 2022-05-07 13:13:13.180        WT5300004315        -0.876        -0.506        -0.230        2.990        -7.690        4.699        -102.233        62.951        -169.260        190        343        -492        37.03        3.90        -72        13006
 2022-05-07 13:13:13.180        WT5300004408        -0.668        -0.192        -0.122        -117.858        -79.040        -21.789        -157.813        75.728        108.945        424        69        -228        35.00        3.99        -68        13006
 2022-05-07 13:13:13.180        WT5300004430        -0.641        0.516        -0.182        -16.784        8.666        53.649        -44.549        66.950        5.372        250        282        66        36.41        4.01        -69        13006
 2022-05-07 13:13:13.180        WT5300004331        -0.691        0.754        -0.289        -12.390        3.295        -3.845        -143.184        72.366        153.209        265        177        -269        39.55        3.95        -77        13006
 2022-05-07 13:13:13.236        WT5300004344        0.941        0.176        -0.157        11.901        -17.578        35.827        74.432        -26.790        -44.154        -546        -10        -250        36.42        3.94        -76        13006
 2022-05-07 13:13:13.238        WT5300004331        -0.955        0.628        -0.291        12.634        -3.417        134.033        -174.061        75.239        123.118        278        166        -266        39.58        3.95        -77        13006
 2022-05-07 13:13:13.236        WT5300004408        -1.337        -0.111        0.253        -45.410        -85.571        -16.967        -125.167        82.551        155.742        420        80        -264        35.01        3.99        -68        13006
 2022-05-07 13:13:13.236        WT5300004357        -1.020        -0.215        0.033        -0.122        -5.310        43.884        -88.159        15.781        163.729        402        104        -735        38.81        3.98        -73        13006
 2022-05-07 13:13:13.255        WT5300004315        -0.920        -0.600        -0.057        26.367        35.888        16.784        -103.705        63.352        -171.441        196        341        -494        37.02        3.90        -72        13006
 2022-05-07 13:13:13.304        WT5300004344        1.246        0.384        -0.152        25.451        -119.384        127.563        81.348        -38.809        -49.185        -563        27        -223        36.41        3.94        -73        13006
 2022-05-07 13:13:13.304        WT5300004357        -1.252        -0.559        0.003        3.051        45.043        163.024        -89.472        29.580        162.570        439        69        -732        38.78        3.98        -72        13006
 2022-05-07 13:13:13.299        WT5300004430        -1.117        0.367        -0.162        24.902        -1.403        162.109        -9.266        74.789        39.924        283        239        69        36.44        4.01        -69        13006
 2022-05-07 13:13:13.331        WT5300004408        -0.849        0.002        0.143        -70.129        -0.061        10.253        -96.454        84.237        -171.524        415        87        -293        34.98        3.99        -66        13006
 2022-05-07 13:13:13.334        WT5300004331        -1.195        0.585        -0.157        50.292        13.122        193.298        136.362        68.713        68.604        346        113        -278        39.55        3.95        -75        13006
 2022-05-07 13:13:13.380        WT5300004430        -1.330        0.411        -0.053        67.626        18.920        224.548        54.843        67.785        100.096        339        144        64        36.42        4.01        -69        13006
 2022-05-07 13:13:13.378        WT5300004315        -1.239        -0.171        -0.264        -54.138        91.247        49.865        -115.911        64.901        179.659        219        343        -467        37.04        3.90        -72        13006
 2022-05-07 13:13:13.401        WT5300004357        -1.520        -1.006        0.090        -5.920        75.622        253.723        -95.872        52.404        152.083        531        -43        -708        38.78        3.98        -72        13006
 2022-05-07 13:13:13.401        WT5300004344        1.613        0.654        -0.101        49.743        -185.791        187.622        103.386        -55.909        -73.855        -592        134        -129        36.43        3.94        -71        13006
 2022-05-07 13:13:13.432        WT5300004408        -0.901        0.364        -0.017        21.789        -31.250        24.108        -72.800        86.050        -148.436        415        83        -302        35.01        3.99        -67        13006
 2022-05-07 13:13:13.445        WT5300004331        -1.539        0.491        -0.099        45.104        12.634        224.060        120.075        50.839        44.478        423        4        -290        39.58        3.95        -75        13006
 2022-05-07 13:13:13.457        WT5300004315        -0.580        -0.336        -0.207        -184.631        78.979        12.573        -158.626        56.574        152.715        270        349        -316        37.02        3.90        -72        13006
 2022-05-07 13:13:13.502        WT5300004344        1.741        0.952        -0.009        36.987        -156.311        171.264        148.765        -61.045        -122.832        -557        270        -26        36.38        3.94        -71        13006
 2022-05-07 13:13:13.503        WT5300004357        -1.483        -1.432        0.133        -10.192        50.354        227.050        -124.475        72.833        119.833        583        -214        -667        38.80        3.98        -74        13006
 2022-05-07 13:13:13.501        WT5300004430        -1.483        0.109        -0.045        31.127        -11.413        191.650        76.816        48.647        119.267        362        -7        65        36.45        4.01        -69        13006
 2022-05-07 13:13:13.533        WT5300004408        -0.837        -0.034        0.101        16.479        5.859        8.789        -89.813        88.170        -164.069        418        69        -300        34.98        3.99        -67        13006
 2022-05-07 13:13:13.541        WT5300004331        -0.981        0.384        0.000        41.198        10.375        139.343        116.564        36.688        32.025        462        -131        -302        39.58        3.95        -76        13006
 2022-05-07 13:13:13.552        WT5300004315        -0.523        0.149        -0.241        -24.047        2.990        5.187        -166.574        51.487        149.573        278        345        -215        37.08        3.90        -73        13006
 2022-05-07 13:13:13.585        WT5300004430        -0.981        -0.128        0.162        -37.170        25.207        110.656        79.233        35.546        125.683        344        -136        58        36.44        4.01        -69        13006
 2022-05-07 13:13:13.640        WT5300004344        0.988        0.964        0.132        -17.150        -42.480        102.661        172.853        -56.909        -152.380        -484        370        23        36.41        3.94        -71        13006
 2022-05-07 13:13:13.641        WT5300004357        -0.736        -1.153        -0.014        44.433        5.737        99.731        -173.842        78.107        64.703        565        -347        -644        38.78        3.98        -74        13006
 2022-05-07 13:13:13.643        WT5300004408        -0.823        0.035        0.023        -7.446        -10.742        -7.263        -64.039        88.187        -139.053        419        67        -304        35.00        3.99        -68        13006
 2022-05-07 13:13:13.643        WT5300004331        -0.777        0.041        -0.019        9.094        -21.118        63.842        113.642        28.723        25.603        459        -239        -305        39.55        3.95        -76        13006
 2022-05-07 13:13:13.652        WT5300004315        -0.609        -0.099        -0.417        112.548        -64.941        5.187        -162.141        54.937        149.650        281        346        -226        37.06        3.90        -73        13006
 2022-05-07 13:13:13.693        WT5300004344        0.848        0.947        0.175        -29.052        1.403        11.413        175.517        -57.046        -159.257        -439        414        38        36.43        3.94        -73        13006
 2022-05-07 13:13:13.693        WT5300004430        -0.816        -0.469        0.079        3.906        -26.550        -5.798        73.888        30.256        128.479        312        -219        53        36.42        4.01        -69        13006
 2022-05-07 13:13:13.704        WT5300004357        -0.588        -1.112        -0.069        26.367        9.155        -9.826        -173.737        78.063        61.457        546        -400        -637        38.80        3.98        -74        13006
 2022-05-07 13:13:13.730        WT5300004408        -0.864        0.028        0.007        2.075        -1.586        -9.521        -51.635        87.061        -127.183        417        72        -313        35.00        3.99        -68        13006
 2022-05-07 13:13:13.737        WT5300004331        -0.823        0.182        -0.080        11.413        -21.850        -95.214        114.834        33.711        22.609        460        -257        -315        39.57        3.95        -77        13006
 2022-05-07 13:13:13.794        WT5300004315        -1.003        -0.539        0.149        156.005        -147.827        -27.282        -133.209        63.918        162.493        274        337        -356        37.04        3.90        -73        13006
 2022-05-07 13:13:13.794        WT5300004430        -0.998        -0.072        -0.054        16.052        -32.409        -130.126        66.835        37.930        124.255        330        -189        41        36.47        4.01        -68        13006
 2022-05-07 13:13:13.794        WT5300004344        1.097        0.773        0.129        -43.090        77.941        -75.195        158.488        -60.886        -146.705        -444        408        51        36.45        3.94        -73        13006
 2022-05-07 13:13:13.807        WT5300004357        -0.916        -1.036        0.115        32.104        -21.911        -112.426        -133.104        73.795        98.739        560        -390        -622        38.79        3.98        -74        13006
 2022-05-07 13:13:13.857        WT5300004331        -1.283        0.454        -0.152        -32.531        0.793        -189.453        119.871        48.944        28.575        474        -160        -326        39.57        3.95        -77        13006
 2022-05-07 13:13:13.856        WT5300004408        -0.943        0.020        0.072        6.652        20.385        -8.605        -82.858        86.682        -157.467        416        80        -309        34.98        3.99        -69        13006
 2022-05-07 13:13:13.857        WT5300004315        -1.125        -0.437        -0.506        35.156        -37.597        -17.028        -106.452        65.885        -171.919        228        341        -455        37.05        3.90        -73        13006
 2022-05-07 13:13:13.880        WT5300004430        -1.384        0.312        -0.121        -41.442        22.949        -230.590        52.805        54.442        113.807        369        -66        38        36.44        4.01        -68        13006
 2022-05-07 13:13:13.897        WT5300004344        1.435        0.742        0.024        17.211        130.676        -130.126        125.864        -63.473        -112.362        -498        357        29        36.39        3.94        -74        13006
 2022-05-07 13:13:13.900        WT5300004357        -1.231        -1.123        0.112        -31.921        -75.805        -166.198        -101.343        62.166        132.764        587        -314        -639        38.78        3.98        -73        13006
 2022-05-07 13:13:13.929        WT5300004408        -1.253        -0.234        0.135        52.368        58.410        -14.953        -117.191        85.413        162.910        419        85        -298        34.99        3.99        -69        13006
 2022-05-07 13:13:13.936        WT5300004331        -1.223        0.629        -0.145        -58.837        16.784        -215.148        136.735        65.698        55.574        442        -11        -308        39.51        3.95        -77        13006
 2022-05-07 13:13:13.951        WT5300004315        -0.766        -0.685        -0.632        -36.804        -15.136        3.234        -102.255        65.511        -168.689        208        338        -487        37.05        3.90        -73        13006
 2022-05-07 13:13:14.000        WT5300004430        -1.026        0.430        -0.062        -33.996        -3.295        -163.940        19.193        69.807        77.991        362        94        56        36.46        4.01        -67        13006
 2022-05-07 13:13:14.000        WT5300004344        1.686        0.526        -0.027        -12.145        156.677        -169.799        92.861        -53.778        -76.080        -572        255        -40        36.41        3.94        -75        13006
 2022-05-07 13:13:14.012        WT5300004357        -1.578        -0.973        0.258        -29.052        -78.613        -214.294        -90.703        42.934        148.007        589        -167        -678        38.80        3.98        -73        13006
 2022-05-07 13:13:14.065        WT5300004315        -0.913        -0.590        -0.395        -126.464        -99.792        -18.920        -101.151        63.863        -169.639        201        336        -497        37.07        3.90        -73        13006
 2022-05-07 13:13:14.065        WT5300004331        -1.045        0.614        -0.273        -23.376        -10.742        -114.013        169.425        73.987        96.102        374        96        -290        39.54        3.95        -77        13006
 2022-05-07 13:13:14.063        WT5300004408        -0.692        0.103        -0.108        166.442        118.164        -5.920        -158.093        74.399        109.055        419        85        -247        35.00        3.99        -70        13006
 2022-05-07 13:13:14.143        WT5300004357        -1.393        -0.647        0.145        -14.587        -42.480        -160.766        -88.406        24.669        156.522        520        -16        -710        38.80        3.98        -74        13006
 2022-05-07 13:13:14.142        WT5300004344        1.467        0.358        -0.111        -18.737        113.037        -136.230        78.283        -38.062        -56.733        -594        124        -139        36.45        3.94        -75        13006
 2022-05-07 13:13:14.152        WT5300004315        -0.824        -0.440        0.012        42.419        27.404        1.831        -102.623        62.792        -170.485        193        344        -494        37.05        3.90        -73        13006
 2022-05-07 13:13:14.142        WT5300004430        -0.911        0.349        -0.224        -30.517        14.465        -83.374        -11.398        70.839        44.285        324        191        62        36.44        4.01        -67        13006
 2022-05-07 13:13:14.202        WT5300004357        -1.008        -0.286        0.171        5.920        -29.113        -66.894        -85.968        16.732        159.746        457        55        -728        38.81        3.98        -74        13006
 2022-05-07 13:13:14.201        WT5300004430        -0.595        0.123        -0.174        -0.915        -21.484        -39.611        -28.339        70.433        26.339        289        229        75        36.44        4.01        -67        13006
 2022-05-07 13:13:14.202        WT5300004344        0.966        0.200        -0.056        -18.066        59.326        -53.344        71.861        -29.718        -49.471        -576        47        -205        36.44        3.94        -75        13006
 2022-05-07 13:13:14.270        WT5300004408        -0.665        -0.252        -0.234        -92.529        -76.171        -9.948        -150.463        73.388        116.559        414        93        -224        35.01        3.99        -68        13006
 2022-05-07 13:13:14.279        WT5300004430        -0.662        0.337        -0.226        3.723        5.004        20.446        -25.125        71.026        25.845        280        245        69        36.41        4.01        -67        13006
 2022-05-07 13:13:14.271        WT5300004331        -0.684        0.560        -0.341        3.417        -10.009        -15.258        -168.327        74.729        126.584        300        153        -273        39.55        3.95        -76        13006
 2022-05-07 13:13:14.271        WT5300004315        -0.859        -0.473        -0.242        -8.300        -12.390        3.723        -102.409        63.193        -168.107        192        346        -490        37.09        3.90        -73        13006
 2022-05-07 13:13:14.344        WT5300004344        0.955        0.252        -0.079        12.451        -16.296        25.329        73.141        -29.976        -46.472        -561        19        -232        36.44        3.94        -74        13006
 2022-05-07 13:13:14.344        WT5300004357        -0.976        -0.337        0.091        -6.774        -2.197        37.475        -86.533        18.775        162.691        426        78        -736        38.78        3.98        -74        13006
 2022-05-07 13:13:14.344        WT5300004408        -1.206        -0.182        0.270        -138.610        -91.186        -6.164        -132.467        81.271        151.018        416        92        -252        34.99        3.99        -68        13006
 2022-05-07 13:13:14.356        WT5300004315        -0.917        -0.537        -0.241        19.104        24.414        21.301        -104.606        64.055        -170.672        198        344        -490        37.07        3.90        -72        13006
 2022-05-07 13:13:14.445        WT5300004344        1.160        0.408        -0.148        48.583        -87.219        98.876        79.425        -39.512        -50.218        -573        45        -209        36.42        3.94        -72        13006
 2022-05-07 13:13:14.445        WT5300004408        -1.171        -0.159        -0.128        -69.396        -28.320        4.821        -74.948        84.396        -150.265        412        88        -300        34.98        3.99        -68        13006
 2022-05-07 13:13:14.445        WT5300004357        -1.180        -0.546        0.035        -23.132        19.287        134.887        -87.978        30.585        162.652        452        52        -734        38.78        3.98        -73        13006
 2022-05-07 13:13:14.445        WT5300004430        -0.959        0.352        -0.127        34.423        -3.723        122.863        3.823        73.965        51.882        298        226        67        36.43        4.01        -67        13006
 2022-05-07 13:13:14.454        WT5300004315        -1.015        -0.292        -0.056        -65.063        49.804        34.729        -113.010        65.357        -178.247        220        338        -474        37.05        3.90        -72        13006
 2022-05-07 13:13:14.480        WT5300004430        -1.034        0.389        -0.127        40.405        -16.296        180.786        47.488        66.264        91.241        345        158        47        36.44        4.01        -68        13006
 2022-05-07 13:13:14.545        WT5300004357        -1.281        -0.907        0.096        16.052        88.073        219.482        -94.570        50.202        154.489        525        -30        -710        38.84        3.98        -73        13006
 2022-05-07 13:13:14.545        WT5300004408        -0.832        0.280        0.000        -3.051        -10.498        18.676        -84.045        84.973        -157.329        411        90        -302        34.98        3.99        -68        13006
 2022-05-07 13:13:14.544        WT5300004344        1.367        0.626        -0.023        23.986        -172.241        152.038        98.706        -53.519        -69.477        -595        120        -134        36.42        3.94        -72        13006
 2022-05-07 13:13:14.545        WT5300004331        -1.395        0.530        -0.150        51.574        -0.793        204.711        121.069        56.315        44.187        421        38        -317        39.55        3.95        -75        13006
 2022-05-07 13:13:14.551        WT5300004315        -0.602        -0.261        -0.111        -264.160        102.233        17.578        -152.847        57.919        154.352        264        345        -352        37.05        3.90        -75        13006
 2022-05-07 13:13:14.612        WT5300004430        -1.522        0.250        -0.129        38.574        2.258        203.796        69.598        49.619        109.912        377        24        30        36.46        4.01        -68        13006
 2022-05-07 13:13:14.612        WT5300004344        1.744        0.974        -0.089        74.340        -155.944        168.640        136.527        -60.919        -111.708        -571        242        -31        36.47        3.94        -70        13006
 2022-05-07 13:13:14.612        WT5300004357        -1.558        -1.365        0.108        -39.550        40.466        223.754        -115.669        69.741        129.204        583        -185        -671        38.80        3.98        -73        13006
 2022-05-07 13:13:14.631        WT5300004408        -0.885        -0.041        0.010        -3.845        12.268        10.864        -79.854        87.192        -153.253        412        78        -303        35.00        3.99        -67        13006
 2022-05-07 13:13:14.634        WT5300004331        -1.049        0.394        -0.072        43.884        18.066        137.573        116.839        42.088        32.058        468        -84        -332        39.58        3.95        -76        13006
 2022-05-07 13:13:14.680        WT5300004315        -0.509        0.078        -0.362        -14.587        10.681        -12.023        -162.724        52.750        152.105        277        350        -240        37.06        3.90        -75        13006
 2022-05-07 13:13:14.681        WT5300004430        -0.909        0.050        -0.002        10.314        29.357        127.380        77.173        36.765        118.146        364        -102        29        36.44        4.01        -67        13006
 2022-05-07 13:13:14.691        WT5300004344        1.007        0.988        0.153        -11.352        -50.842        106.750        167.557        -58.079        -143.580        -508        341        14        36.48        3.94        -70        13006
 2022-05-07 13:13:14.752        WT5300004357        -0.748        -1.195        0.012        37.963        5.432        106.018        -163.811        79.046        78.980        570        -315        -655        38.80        3.98        -73        13006
 2022-05-07 13:13:14.753        WT5300004315        -0.644        -0.072        -0.342        97.167        -58.288        2.319        -158.010        55.986        153.797        275        353        -245        37.06        3.90        -76        13006
 2022-05-07 13:13:14.752        WT5300004408        -0.803        0.032        -0.013        -8.728        -6.958        -6.286        -84.885        87.577        -157.362        414        75        -300        35.01        3.99        -67        13006
 2022-05-07 13:13:14.752        WT5300004331        -0.831        0.125        -0.044        -16.601        -0.366        82.397        113.450        32.618        27.465        470        -198        -329        39.56        3.95        -76        13006
 2022-05-07 13:13:14.820        WT5300004344        0.810        0.934        0.100        -1.159        -1.586        10.864        171.447        -58.304        -150.435        -466        388        22        36.44        3.94        -71        13006
 2022-05-07 13:13:14.820        WT5300004357        -0.613        -1.042        -0.130        4.699        1.037        -0.488        -169.738        79.810        70.636        549        -369        -654        38.77        3.98        -74        13006
 2022-05-07 13:13:14.819        WT5300004430        -0.857        -0.355        0.115        5.493        -12.023        45.898        73.509        30.827        124.980        332        -190        35        36.44        4.01        -67        13006
 2022-05-07 13:13:14.834        WT5300004408        -0.888        0.065        -0.009        1.770        -8.911        -11.291        -67.159        86.588        -139.251        412        80        -307        35.00        3.99        -66        13006
 2022-05-07 13:13:14.834        WT5300004331        -0.784        0.163        -0.063        -8.422        -1.281        -51.391        113.395        34.244        24.949        467        -242        -326        39.55        3.95        -76        13006
 2022-05-07 13:13:14.892        WT5300004344        1.001        0.818        0.123        -14.465        57.983        -64.270        159.082        -60.567        -140.267        -467        387        26        36.44        3.94        -72        13006
 2022-05-07 13:13:14.889        WT5300004430        -0.860        -0.214        0.064        1.403        -8.483        -81.176        67.736        35.683        124.694        334        -186        35        36.46        4.01        -67        13006
 2022-05-07 13:13:14.887        WT5300004315        -0.911        -0.512        0.062        148.620        -111.267        -15.808        -132.797        64.187        165.476        268        345        -360        37.05        3.90        -76        13006
 2022-05-07 13:13:14.959        WT5300004408        -0.990        0.025        0.204        -17.272        23.071        -9.094        -84.962        85.957        -155.407        411        91        -302        35.01        3.99        -66        13006
 2022-05-07 13:13:14.959        WT5300004331        -1.279        0.369        -0.136        -26.794        8.483        -166.687        116.658        45.988        29.954        473        -177        -326        39.55        3.95        -76        13006
 2022-05-07 13:13:14.957        WT5300004357        -0.874        -1.024        0.044        -1.098        -26.550        -95.886        -134.884        76.662        104.139        556        -363        -649        38.79        3.98        -73        13006
 2022-05-07 13:13:14.959        WT5300004315        -0.977        -0.247        -1.194        -14.282        -261.230        -26.672        -107.484        67.604        -165.822        227        353        -440        37.04        3.90        -75        13006
 2022-05-07 13:13:14.981        WT5300004430        -1.342        0.179        -0.100        -27.465        9.582        -207.092        56.771        50.789        117.905        365        -86        39        36.44        4.01        -67        13006
 2022-05-07 13:13:15.030        WT5300004344        1.235        0.803        0.097        21.606        99.975        -143.493        132.346        -62.072        -110.582        -513        343        1        36.44        3.94        -73        13006
 2022-05-07 13:13:15.040        WT5300004408        -1.115        -0.374        0.057        73.974        37.170        -4.211        -94.493        85.709        -170.897        415        93        -304        35.02        3.99        -68        13006
 2022-05-07 13:13:15.035        WT5300004357        -1.017        -1.121        0.054        -45.410        -38.024        -165.710        -104.490        65.703        138.592        578        -291        -666        38.79        3.98        -73        13006
 2022-05-07 13:13:15.040        WT5300004331        -1.116        0.577        -0.161        -36.804        -3.540        -197.082        129.039        63.369        49.790        452        -38        -312        39.55        3.95        -76        13006
 2022-05-07 13:13:15.096        WT5300004344        1.669        0.567        -0.081        -45.349        133.728        -164.306        98.778        -52.608        -77.887        -580        237        -45        36.42        3.94        -73        13006
 2022-05-07 13:13:15.097        WT5300004357        -1.583        -0.941        0.237        -0.244        -47.424        -209.411        -94.498        45.637        149.232        585        -153        -682        38.76        3.98        -73        13006
 2022-05-07 13:13:15.095        WT5300004315        -0.837        -0.628        0.069        -81.848        -15.869        -15.686        -106.479        64.786        -174.122        218        338        -479        37.08        3.90        -75        13006
 2022-05-07 13:13:15.095        WT5300004430        -1.154        0.386        -0.187        -16.296        -13.427        -165.344        32.464        65.813        90.466        373        62        45        36.46        4.01        -67        13006
 2022-05-07 13:13:15.377        WT5300004408        -1.118        0.034        -0.299        159.973        216.125        2.075        -154.736        76.734        122.893        416        96        -254        35.03        3.99        -68        13006
 2022-05-07 13:13:15.378        WT5300004357        -1.541        -0.609        0.201        -28.320        -65.734        -153.564        -90.043        28.372        157.725        527        -20        -702        38.78        3.98        -73        13006
 2022-05-07 13:13:15.378        WT5300004315        -1.185        -0.296        0.051        26.123        25.207        1.464        -101.749        63.825        -165.014        198        357        -475        37.05        3.90        -74        13006
 2022-05-07 13:13:15.378        WT5300004344        1.575        0.361        -0.173        -2.502        127.441        -131.103        81.930        -38.974        -58.452        -599        115        -124        36.44        3.94        -74        13006
 2022-05-07 13:13:15.380        WT5300004430        -0.599        0.440        -0.336        -5.981        5.798        4.882        -24.252        70.944        24.922        281        256        67        36.45        4.01        -66        13006
 2022-05-07 13:13:15.428        WT5300004344        0.850        0.307        -0.046        14.038        4.699        9.094        74.844        -30.294        -44.620        -563        8        -231        36.45        3.94        -72        13006
 2022-05-07 13:13:15.429        WT5300004357        -0.860        -0.360        0.079        -10.986        -12.878        14.282        -86.791        19.907        166.344        424        81        -739        38.81        3.98        -74        13006
 2022-05-07 13:13:15.429        WT5300004408        -0.999        -0.116        0.209        -84.472        -107.116        0.000        -128.946        78.777        150.748        410        111        -252        35.01        3.99        -66        13006
 2022-05-07 13:13:15.436        WT5300004331        -0.882        0.596        -0.296        -34.179        10.375        98.693        174.995        73.558        112.999        300        156        -267        39.58        3.95        -75        13006
 2022-05-07 13:13:15.451        WT5300004315        -0.877        -0.530        -0.157        23.986        12.451        13.732        -97.706        62.605        -163.965        184        353        -503        37.07        3.90        -76        13006
 2022-05-07 13:13:15.498        WT5300004344        0.965        0.575        0.063        5.737        -61.035        90.454        77.651        -37.990        -46.779        -567        31        -223        36.41        3.94        -72        13006
 2022-05-07 13:13:15.498        WT5300004357        -0.902        -0.707        0.061        17.150        20.385        107.299        -86.275        28.536        166.234        436        59        -743        38.81        3.98        -74        13006
 2022-05-07 13:13:15.497        WT5300004430        -1.018        0.377        -0.229        -19.226        17.639        130.554        7.371        76.195        57.727        297        220        81        36.45        4.01        -66        13006
 2022-05-07 13:13:15.566        WT5300004408        -1.155        -0.008        -0.280        -124.755        0.427        -6.164        -89.560        82.452        -164.190        409        110        -300        35.01        3.99        -65        13006
 2022-05-07 13:13:15.566        WT5300004331        -1.231        0.413        -0.303        13.244        -2.136        176.086        135.796        66.209        72.691        352        92        -260        39.58        3.95        -76        13006
 2022-05-07 13:13:15.566        WT5300004315        -0.756        -0.420        0.058        -30.151        -24.719        -11.230        -97.234        62.880        -161.960        187        352        -501        37.05        3.90        -76        13006
 2022-05-07 13:13:15.580        WT5300004430        -1.086        -0.009        -0.144        11.596        3.234        179.321        58.458        67.911        108.402        335        117        88        36.45        4.01        -66        13006
 2022-05-07 13:13:15.592        WT5300004344        0.941        0.915        0.183        54.016        -87.097        112.915        87.379        -51.026        -57.299        -586        101        -177        36.47        3.94        -72        13006
 2022-05-07 13:13:15.639        WT5300004331        -1.206        0.202        -0.166        22.338        16.906        151.794        120.981        52.921        52.245        414        -6        -264        39.54        3.95        -76        13006
 2022-05-07 13:13:15.636        WT5300004408        -0.857        0.135        0.030        11.718        -5.615        10.681        -97.399        82.402        -169.200        411        115        -291        35.00        3.99        -65        13006
 2022-05-07 13:13:15.635        WT5300004357        -0.721        -1.067        -0.033        -22.705        11.108        146.606        -87.192        43.813        163.822        491        -4        -738        38.80        3.98        -74        13006
 2022-05-07 13:13:15.657        WT5300004315        -0.953        -0.338        -0.070        -13.366        -9.277        3.906        -95.756        63.918        -157.763        183        361        -494        37.10        3.90        -76        13006
 2022-05-07 13:13:15.706        WT5300004430        -1.212        -0.133        -0.016        12.939        8.544        111.999        73.482        56.398        124.524        352        5        96        36.44        4.01        -66        13006
 2022-05-07 13:13:15.706        WT5300004357        -0.924        -1.260        -0.032        -52.673        24.841        130.126        -93.493        57.035        158.796        543        -79        -724        38.78        3.98        -71        13006
 2022-05-07 13:13:15.706        WT5300004344        1.191        1.034        0.065        76.049        -101.745        78.247        107.155        -59.133        -76.014        -596        171        -120        36.45        3.94        -70        13006
 2022-05-07 13:13:15.773        WT5300004315        -0.875        -0.461        -0.018        6.774        8.605        9.521        -96.564        64.769        -159.851        188        355        -497        37.08        3.89        -76        13006
 2022-05-07 13:13:15.773        WT5300004331        -0.939        0.194        -0.086        27.587        -21.301        62.133        117.850        46.153        44.263        443        -85        -264        39.58        3.95        -76        13006
 2022-05-07 13:13:15.772        WT5300004408        -0.913        -0.104        0.178        2.441        -12.390        5.920        -85.171        83.232        -156.939        411        111        -298        35.03        3.99        -65        13006
 2022-05-07 13:13:15.778        WT5300004430        -0.908        -0.151        0.025        26.306        -36.254        51.025        72.454        50.993        126.150        356        -58        84        36.45        4.01        -66        13006
 2022-05-07 13:13:15.798        WT5300004357        -0.775        -1.103        0.088        43.579        48.706        22.888        -102.678        62.885        146.848        580        -144        -698        38.81        3.98        -71        13006
 2022-05-07 13:13:15.790        WT5300004344        1.000        0.907        0.181        -50.842        -50.659        27.404        123.244        -60.095        -94.746        -593        219        -64        36.41        3.94        -70        13006
 2022-05-07 13:13:15.839        WT5300004408        -0.925        -0.070        0.104        7.019        -10.314        2.746        -72.976        83.468        -145.354        411        106        -309        35.05        3.99        -65        13006
 2022-05-07 13:13:15.839        WT5300004331        -0.835        0.249        -0.134        12.268        -36.376        -9.704        116.630        46.785        37.869        461        -114        -284        39.55        3.95        -74        13006
 2022-05-07 13:13:15.857        WT5300004315        -0.897        -0.393        0.004        8.972        8.361        6.713        -97.053        65.352        -161.911        194        348        -501        37.10        3.89        -74        13006
 2022-05-07 13:13:15.900        WT5300004344        0.999        0.691        0.048        -31.066        3.295        -18.676        118.668        -58.804        -96.091        -592        232        -33        36.45        3.94        -68        13006
 2022-05-07 13:13:15.900        WT5300004357        -0.868        -0.839        0.045        20.751        14.465        -30.029        -102.738        59.979        142.201        598        -164        -678        38.80        3.98        -72        13006
 2022-05-07 13:13:15.899        WT5300004430        -0.793        -0.087        -0.101        -4.821        -36.071        -38.574        65.115        51.416        122.475        368        -68        61        36.47        4.01        -67        13006
 2022-05-07 13:13:15.938        WT5300004331        -0.837        0.405        -0.219        0.000        -14.892        -72.021        116.619        53.278        37.655        470        -86        -308        39.55        3.95        -73        13006
 2022-05-07 13:13:15.938        WT5300004408        -0.915        -0.102        0.139        5.310        -11.108        2.807        -58.200        83.128        -131.813        412        102        -324        35.03        3.99        -65        13006
 2022-05-07 13:13:15.960        WT5300004315        -0.884        -0.405        -0.073        12.145        6.408        6.713        -97.514        65.928        -163.421        200        340        -503        37.08        3.89        -73        13006
 2022-05-07 13:13:15.977        WT5300004430        -0.853        0.094        -0.118        9.521        -23.986        -86.242        55.354        57.425        114.993        383        -26        42        36.45        4.01        -67        13006
